label,timestamp,timestamp_epoch,flow_id,src_ip,src_port,dest_ip,dest_port,protocol,app_proto,flow_state,packets_to_server,packets_to_client,bytes_to_server,bytes_to_client,total_packets,total_bytes,flow_duration,packet_rate,byte_rate,average_packet_size,upload_download_ratio,dns_event_count,dns_record_type,dns_type,dns_rcode,dns_unique_domain_count_per_flow,dns_max_query_length_per_flow,tls_event_count,sni,tls_version,ja3_hash,ja3_string,ja3s_hash,ja3s_string,ja4,tls_subject,tls_issuer,quic_event_count,quic_version,quic_sni,quic_ja3,quic_ja3s,source_flow_count,unique_destination_ips,unique_destination_ports,dns_query_count_by_source,unique_dns_domains_by_source,repeated_dns_queries,destination_fanout,source_ip_count_in_file,source_ip_entropy_in_file,src_interarrival_sec,dns_query,dns_query_length,dns_entropy,dns_digit_count,dns_letter_count,dns_hyphen_count,dns_dot_count,dns_digit_ratio,dns_label_count,dns_longest_label,dns_bigram_count,dns_unique_bigram_count,dns_trigram_count,dns_unique_trigram_count
ddos,2026-09-20T14:29:19.079978+00:00,1789914559.079978,1057257128397775,201.159.39.47,9375,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
benign,2026-09-20T14:29:10.911903+00:00,1789914550.911903,980466759884974,192.168.50.10,45631,93.184.216.34,443,TCP,,established,2,1,108,54,3,162,0.0,0.0,0.0,54.0,2.0,0,,,,0,0,0,,,,,,,,,,0,,,,,40,3,1,0,0,0,3,1,0.0,0.0001994157448793,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.081667+00:00,1789914559.081667,957245469695444,131.135.125.43,50373,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.090486+00:00,1789914559.090486,897743544737546,106.213.149.1,37774,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.082630+00:00,1789914559.08263,879630468130992,60.85.81.69,65229,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.093322+00:00,1789914559.093322,1025685276292780,200.136.135.181,3906,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.080476+00:00,1789914559.080476,1117123024064712,218.161.148.232,13724,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.087472+00:00,1789914559.087472,949934354218943,163.44.105.161,37684,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.097911+00:00,1789914559.097911,942995205820851,112.128.187.59,58751,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.097530+00:00,1789914559.09753,915962180374208,39.53.163.195,17264,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.080292+00:00,1789914559.080292,888542008250074,219.40.125.176,9039,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.092462+00:00,1789914559.092462,1083342289202627,181.125.211.194,6704,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
benign,2026-09-20T14:29:10.910686+00:00,1789914550.910686,1070639181439399,192.168.50.10,45004,151.101.1.140,443,TCP,,established,2,1,108,54,3,162,0.0,0.0,0.0,54.0,2.0,0,,,,0,0,0,,,,,,,,,,0,,,,,40,3,1,0,0,0,3,1,0.0,0.0001994157448793,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.088402+00:00,1789914559.088402,848201041922143,196.18.211.68,24730,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.089137+00:00,1789914559.089137,917831881216123,241.208.122.143,37562,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
portscan,2026-09-20T14:29:46.966316+00:00,1789914586.966316,2069720213281467,192.168.50.10,45454,192.168.50.20,62308,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,200,1,200,0,0,0,1,2,1.0,3.334146049154464e-05,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
beacon,2026-09-20T14:29:25.314269+00:00,1789914565.314269,958337602721343,192.168.50.10,45422,203.0.113.77,443,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,30,1,1,0,0,0,1,1,0.0,6.289317690092942e-05,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.099713+00:00,1789914559.099713,1037492434542118,41.20.248.254,34863,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.096603+00:00,1789914559.096603,1068622888798643,73.101.6.19,4425,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
portscan,2026-09-20T14:29:46.966037+00:00,1789914586.966037,2121242819347689,192.168.50.10,52565,192.168.50.20,46288,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,200,1,200,0,0,0,1,2,1.0,3.334146049154464e-05,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.094490+00:00,1789914559.09449,877335123558086,220.102.218.223,50723,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.101386+00:00,1789914559.101386,1072902777448800,125.16.36.215,35114,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.106075+00:00,1789914559.106075,1023363147090702,38.19.167.32,12221,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.107634+00:00,1789914559.107634,879973014557680,10.232.245.239,44597,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.089787+00:00,1789914559.089787,915834760615431,52.229.52.60,29629,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.093115+00:00,1789914559.093115,905395066729678,154.221.104.193,38782,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
ddos,2026-09-20T14:29:19.079321+00:00,1789914559.079321,885493568505579,49.24.122.199,33494,192.168.50.30,80,TCP,,new,1,0,54,0,1,54,0.0,0.0,0.0,54.0,54.0,0,,,,0,0,0,,,,,,,,,,0,,,,,1,1,1,0,0,0,1,1000,9.965784284662018,0.0,,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0
